0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.018047106,-0.004222848,0.006231252,0.020375326,-0.00095063885,-0.0032327478,-0.0076562986,-0.0074156085,-0.006576887,-0.021218322,0.0022295336,-6.5189684e-05,-0.0066912896,-0.00017642516,0.000518032,-0.0044267545,0.0030972243,0.019289447,0.00021261536,0.00982516,-0.020179298,0.009640534,0.007698607,0.0065757376,-0.0065839174,0.007531853,-0.005185631,-0.0033136327,-0.0009537533,-0.013972511,0.0058669155,0.011830181,0.022635477,-0.0029131614,-0.0045358273,-0.021072228,-0.014672956,-0.0027348038,-0.0006961828,0.024379859,-0.020673877,0.022595238,-0.009400747,0.020753196,0.001426615,-0.023614885,0.0031209874,0.008208531,0.028134363,-0.011572149,-0.019408524,-0.011344875,-0.018367702,0.020113675,0.021146588,-0.0018173724,0.0068270112,0.000652307,-0.009938385,0.018994533,0.022122372,-0.027227491,0.028497383,-0.017770635,0.015676722,-0.012386875,0.028072422,0.008204236,0.0034096912,-0.010611464,0.0076328297,-0.016530838,0.0019759128,0.00011881326,0.0059088184,0.019307211,0.016390726,-0.0008607123,0.01345621,0.007301337,0.022250386,0.010546149,0.02439159,0.022113921,-0.0028228764,0.00577373,0.005439808,-0.019917758,-0.00022368689,-0.021423923,0.0033517855,-0.0047850767,0.01580765,-0.0021340323,0.009237832,-0.038049415,-0.03458906,-0.018756315,0.007831111,-0.0071050534
0.0069291843,0.01616945,-0.012903197,-0.042773042,0.03416179,0.04963092,-0.021886455,-0.007684276,0.056369223,0.03602978,-0.013058562,0.021396292,-0.035933062,0.017053703,-0.044357784,0.015197512,0.0025359783,-0.013002173,-0.015411176,-0.0187588,0.010162735,0.032817144,-0.0003201954,-0.013278004,-0.013374459,-0.027054071,0.025878398,-0.0048995856,-0.021500055,0.03292772,0.0052525564,-0.0039652158,-0.02625799,-0.026609033,-0.050563578,-0.006164934,-0.021094175,-0.020763298,-0.00025384297,-0.0052031125,-0.013666625,0.053304065,0.014677783,0.030601546,0.043951623,-0.028382294,0.03756506,0.00043830668,0.0013346862,0.038869884,-0.03613949,0.008361653,-0.014219089,0.02283964,-0.017928334,-0.003118164,-0.027731886,0.010847608,0.033430316,0.033406846,0.012868313,0.021574037,0.054973144,0.037886605,-0.007891069,0.002346895,-0.03777285,0.012611218,-0.013461673,-0.006081172,-0.028106103,0.031409577,0.0020075878,-0.010813577,-0.04452906,-0.0040553473,0.043257494,0.019042207,0.026735028,-0.0010084116,0.016216595,0.007661869,0.04518607,0.0041277963,0.020782596,-0.010551952,0.0099580055,0.026750125,-0.0102479085,-0.000714945,0.034668542,0.014016837,0.07459876,-0.03098997,-0.0178034,-0.056922797,-0.04342561,0.007151607,0.0040112915,-0.023731649
0.010807128,0.004737159,-0.0011885187,-0.026405292,0.0104311565,0.023203805,-0.011346098,-0.0024035801,0.028112974,0.013762115,-0.009426109,0.0106023755,-0.033839878,0.0072688814,-0.023585754,0.013978378,0.0068181325,0.0029466941,-0.0046703103,-0.006807092,-0.009078396,0.01902779,-0.009923791,0.00040280103,-0.0035604802,-0.012600202,0.0110793905,0.003220623,-0.014956352,0.011479421,0.0028749534,0.0007321365,-0.0065329038,-0.01450058,-0.023562524,-0.016738467,-0.020015532,-0.010033396,0.005128601,-0.00043393506,-0.016188398,0.031685274,0.012656815,0.017172549,0.017121494,-0.030171447,0.019291498,0.017766012,0.011670481,0.025523234,-0.028240208,0.0035065792,-0.01786307,0.023322629,-0.0025231948,0.008042712,-0.010260014,0.0005172813,0.007226311,0.036442097,0.02125021,-0.0034468176,0.032219667,0.020466479,0.0020723667,-0.0037498341,-0.0028943485,4.7374346e-05,-0.009683287,-0.003358102,-0.009256482,0.0050042756,0.002507369,-0.007700288,-0.027975252,-2.233155e-05,0.02357925,-0.00035990257,0.014281283,0.0066137942,0.016828097,0.0051233843,0.03270145,0.014676048,0.006056773,-0.0054853116,0.0068161683,0.008908213,0.0064452263,-0.0060245907,0.020308565,0.012103255,0.04100136,-0.008674985,-0.0064823693,-0.040709097,-0.037472557,-0.008661939,0.015473279,-0.009926715
0.00492865,0.00884623,-0.0077065844,-0.043255735,0.020729829,0.036980957,-0.014336251,-0.0022860689,0.047485087,0.029596984,-0.013732235,0.017529171,-0.03999426,0.011025547,-0.036031097,0.01911558,0.0057293195,-0.008335828,-0.010504029,-0.014990419,0.0012501109,0.026705416,-0.0075391876,-0.006518042,-0.0077787368,-0.02196715,0.019180793,-0.00033705533,-0.020839373,0.027732318,0.0035890096,-0.0047836103,-0.02061856,-0.020420995,-0.036607813,-0.013349262,-0.01938902,-0.014441168,0.0053006243,-0.010103313,-0.01333983,0.04062288,0.018514622,0.020108353,0.029432848,-0.02907986,0.02879798,0.010272474,0.0022277625,0.03712651,-0.031100836,0.008633774,-0.015233023,0.022784121,-0.014278891,0.003129137,-0.022185376,0.0043629003,0.020835102,0.03681061,0.015959611,0.013021649,0.043477975,0.034236666,-0.0070219575,0.0015460966,-0.02636246,0.0046900217,-0.013268514,-0.0030389386,-0.024700647,0.021811016,0.0016165554,-0.008971893,-0.0432538,-0.005734035,0.03563302,0.009918647,0.019903483,0.004037709,0.015720857,0.004708174,0.042046066,0.0073406,0.015640728,-0.0101367915,0.0082226815,0.023016194,-0.0012902159,-0.0009837275,0.031503398,0.014919274,0.06508232,-0.023228925,-0.015426428,-0.051364634,-0.040777955,0.0018066918,0.009227626,-0.018467246
0.01395675,0.0027577635,0.0018088628,-0.008769079,0.006494082,0.01282344,-0.010122161,-0.0043497016,0.015770711,-0.00028078954,-0.00594195,0.007338061,-0.023432953,0.0059144115,-0.01646379,0.0058625066,0.0045266934,0.01097281,-0.004024859,0.00066475716,-0.012858599,0.017188707,0.0027567495,0.0010812461,-0.0071597337,-0.00539292,0.0052301437,-0.0012941005,-0.009309986,0.00058795366,0.003621087,0.008089094,0.007863553,-0.009665258,-0.016393548,-0.020191085,-0.01768646,-0.0071465652,0.0031042409,0.010593753,-0.018008228,0.02957083,0.0015683412,0.019882834,0.011204051,-0.026668826,0.011583303,0.011892835,0.021753183,0.0071549616,-0.026164785,-0.0030118308,-0.020248117,0.02447096,0.009422431,1.5442083e-05,-0.0044488725,0.0025037979,0.00079966255,0.031681534,0.024578374,-0.01463291,0.03914473,0.0040926677,0.007275638,-0.008686527,0.009741011,0.004749967,-0.0033146853,-0.006611289,-0.0052814893,-0.002286843,0.0019485553,-0.0050177285,-0.018048424,0.009898535,0.026220879,0.0018194176,0.016047928,0.007966796,0.022802897,0.008775826,0.035404418,0.019219952,0.004508514,-0.0008722011,0.008040276,-0.0032818876,7.136132e-05,-0.014858075,0.017072035,0.005265204,0.03910576,-0.011016217,-0.0003578593,-0.05008379,-0.04115644,-0.013194092,0.014016364,-0.011517882
-0.0075462447,0.013871116,-0.014847953,0.0053492435,0.029706877,0.022549285,-0.014292092,-0.008442504,0.017253337,0.0132845715,0.00441793,0.008041284,0.026796872,0.008912576,-0.011613431,-0.011300524,-0.008759919,-0.021249734,-0.011567945,-0.008940962,0.032653667,0.010254532,0.023887781,-0.01937534,-0.016507823,-0.009927193,0.009908982,-0.014903206,0.00060505135,0.018555507,0.0027022143,-0.0043892744,-0.017192379,-0.009132229,-0.027297908,0.023815652,0.012920682,-0.0120816175,-0.01647521,0.0030280834,0.00844933,0.0153901605,-0.009998388,0.013473745,0.029196212,0.015716529,0.013334098,-0.03566858,-0.018223355,3.2693584e-05,0.004877153,-0.0012435586,0.01259114,-0.0150271645,-0.015591386,-0.023593986,-0.018322721,0.015271853,0.032882217,-0.029413493,-0.020543657,0.032325704,0.012727379,0.0077623343,-0.01112479,0.010540011,-0.04322388,0.020339578,-0.00027310182,-0.0065276236,-0.013478733,0.031900037,-0.0006483467,0.0010363199,0.0025064363,-0.0028093948,0.013151845,0.028608533,0.0099112885,-0.017244836,-0.01054502,0.0011552448,-0.005396312,-0.022132885,0.017884133,-0.00031156724,-0.0015025062,0.013429284,-0.027413249,0.005463938,0.0048649674,-0.010162787,0.01855834,-0.0246675,-0.007962987,0.0026791312,0.013478167,0.026492829,-0.031648237,-0.0145088555
0.00817016,0.0041201836,-0.0011995424,-0.029906677,0.008532542,0.021969046,-0.009628961,-0.00025685897,0.029728305,0.016211452,-0.009272772,0.010780334,-0.036257036,0.006392212,-0.023810016,0.016550178,0.006865058,0.0010151464,-0.004435002,-0.007450127,-0.0076103467,0.017062502,-0.012939375,4.3970667e-05,-0.0011494138,-0.013152004,0.012175054,0.0044416487,-0.015350044,0.013440751,0.0022740145,0.00051347684,-0.008114774,-0.013261274,-0.0200598,-0.01713999,-0.020416336,-0.0070025604,0.00810247,-0.004532015,-0.013967223,0.028881414,0.015793625,0.01443565,0.0148090925,-0.028672464,0.018672273,0.019826923,0.008246843,0.027980097,-0.025095293,0.006168916,-0.016155494,0.022674972,-0.0038925314,0.010309857,-0.009065483,-0.0012533197,0.004756095,0.03871462,0.019710459,-0.002680849,0.029299404,0.023806311,-0.00050845055,-0.0038749778,-0.0026498344,-0.001722109,-0.009616664,-0.0011417487,-0.01182451,0.0035693997,0.001794296,-0.008367387,-0.031505384,-0.0035286336,0.021580856,-0.0015676732,0.012436876,0.008054426,0.016327318,0.0030203066,0.03266267,0.013995208,0.005572199,-0.0076050786,0.0075054425,0.011984053,0.0076903906,-0.0028351739,0.020706678,0.014370701,0.041515723,-0.007731315,-0.007516088,-0.038858827,-0.0365319,-0.007850158,0.017531902,-0.009434305
-0.0041562947,0.008161869,-0.0038064085,-0.061936956,0.0070813005,0.028899306,-0.00064226997,0.0064178943,0.041433793,0.041287936,-0.017727725,0.014025201,-0.051322665,0.007721214,-0.031203395,0.030334175,0.0075586443,-0.01278928,-0.0048684753,-0.0173101,-0.00039134212,0.012977974,-0.028512456,-0.0012289133,0.007915176,-0.023033844,0.019308757,0.011382525,-0.020728407,0.0298411,-0.0030950354,-0.011799341,-0.030973103,-0.013508767,-0.018108446,-0.00672656,-0.015010743,-0.006881883,0.012484978,-0.02995654,-0.002519769,0.014065598,0.031031108,-0.0035172603,0.012655706,-0.01933416,0.020306192,0.023579134,-0.008712967,0.047227837,-0.01973917,0.019349124,-0.010230586,0.016891245,-0.022020197,0.020099014,-0.015431377,-0.004166152,0.009530622,0.043468356,0.013166697,0.014729277,0.01311971,0.045877155,-0.012127846,0.005290546,-0.020707935,-0.01710571,-0.017887846,0.0106040705,-0.021818757,0.01449149,0.0010179301,-0.011577339,-0.05333861,-0.020974897,0.015910065,-0.0102697285,0.003897369,0.009052968,0.0046498314,-0.0040761647,0.026774105,0.005775368,0.0053892448,-0.015330166,0.0054372353,0.032637063,0.018961806,0.014120185,0.026239475,0.027289128,0.040910684,-0.0031294264,-0.017783018,-0.022098757,-0.023226708,-0.00071563106,0.02557048,-0.0029712338
-0.00086604874,0.008770288,-0.0022211252,-0.08545772,0.0045860554,0.037387285,-0.00011664812,0.009765475,0.05595057,0.05264225,-0.024261493,0.01829129,-0.07962213,0.010536651,-0.042619076,0.043918524,0.014353821,-0.011444913,-0.0026438183,-0.023448868,-0.009649643,0.016145539,-0.047541194,0.003485658,0.014336584,-0.028553525,0.024426995,0.020428132,-0.028688258,0.035077788,-0.0037644778,-0.01566423,-0.037703004,-0.015716188,-0.019245863,-0.01713407,-0.025672968,-0.007834565,0.022118565,-0.041246727,-0.0071480046,0.020082578,0.044368397,-0.004665388,0.011759452,-0.031897366,0.025350641,0.04289931,-0.009071927,0.06709483,-0.027611699,0.025940584,-0.015138037,0.025139496,-0.028146869,0.03480791,-0.01779955,-0.009690893,0.005220707,0.065678,0.02059295,0.012876919,0.012847828,0.061337188,-0.014537447,0.0044170725,-0.018342186,-0.027838577,-0.025175262,0.016746823,-0.02524734,0.011155297,0.0015295208,-0.015721062,-0.07039168,-0.027022049,0.015101851,-0.021249352,0.00087568467,0.01540264,0.008203722,-0.006613313,0.035926882,0.012450194,0.0033993446,-0.021080038,0.0067656296,0.042675745,0.033945292,0.019248923,0.03340809,0.040899973,0.04916045,0.003838472,-0.023418423,-0.02697394,-0.035281282,-0.0067824037,0.0432695,0.0012882319
-0.010098392,0.0019090014,0.0019884543,-0.06331402,-0.007300003,0.013868852,0.01076338,0.0133239245,0.02735158,0.038051534,-0.017102094,0.007501115,-0.04816572,0.0009034794,-0.018347362,0.032232452,0.00849847,-0.011287512,0.0028185549,-0.016399695,-0.005003096,-0.0021464045,-0.039648104,0.0036104112,0.018339988,-0.015703673,0.012391177,0.018099643,-0.014856399,0.021352833,-0.005561972,-0.016064553,-0.028820997,-0.00053400506,0.0066215973,-0.003204214,-0.0059285676,0.0032984088,0.017745458,-0.042539697,0.009157303,-0.013634932,0.03534878,-0.02675742,-0.0108731175,-0.0049085,0.003744399,0.034722377,-0.016559934,0.04336261,-0.00235566,0.023294922,-0.00063421327,0.0073176688,-0.022165315,0.03221916,-0.00349033,-0.013522087,-0.0055570207,0.036349546,0.006797102,0.010254683,-0.016922854,0.04331814,-0.014819766,0.00778968,-0.010876219,-0.032886524,-0.017642712,0.021362633,-0.013247209,0.0038914576,0.00030043675,-0.010635198,-0.048592843,-0.029498583,-0.007445896,-0.025113644,-0.013318302,0.012462903,-0.0060043847,-0.011777984,0.005367472,0.0014516806,-0.004377115,-0.017394431,0.00095721363,0.033429008,0.030549344,0.024356559,0.013859806,0.030145453,0.010749625,0.011613361,-0.016396947,0.0060228854,-0.0019273463,-0.0025561047,0.031422414,0.010762625
