0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,id,emotion,emotion_label,is_labeled
0.003907292,0.02950202,-0.0032954407,-0.0080621755,0.025555547,0.025820669,-0.014355482,-0.014252186,0.020526884,0.008925305,0.0025168294,0.0006273618,-0.0016571088,0.02476052,-0.009428314,-0.024765287,-0.0028257344,0.021342728,0.00081335264,-0.008020777,0.0019156964,0.0023981,0.01580179,0.0006908978,-0.019317178,-0.021464678,0.016005252,-0.020445542,-0.023611462,0.0018703637,-0.017604075,0.015965527,0.0049923146,-0.016039,-0.035272803,-0.011474001,-0.009138598,-0.0047553405,0.005945244,0.009062197,0.009362458,0.018098522,0.012896602,0.008026584,0.007685633,0.0013647557,-0.0122236,0.009325,-0.015847491,-0.010093227,-0.00041702195,-0.012973523,0.0066914973,-0.001677218,-0.011996353,-0.0016251787,0.01140376,-0.0103588635,0.01900774,0.00698392,0.013579199,-0.00916055,0.01649401,0.020028109,0.005901648,-0.002544863,-0.0032360586,-0.0064685866,-0.009200315,-0.0029334466,0.013646751,0.0032320304,0.024255533,0.0019106858,0.006824023,0.0013548407,0.012088329,0.021375189,0.0052691647,0.019635078,-0.0025839272,-0.011611382,0.012679066,0.021347363,0.020474032,-0.0007439174,0.0021608802,-0.019200994,-0.004786133,-0.015685001,0.022544663,0.011475657,0.011319826,-0.012418082,0.008134478,-0.025125116,-0.007426225,0.015560757,0.010040029,0.0008948331,1,2,Ridicule,True
0.0038151015,0.0656641,0.0010426721,-0.030812958,0.045123793,0.051112648,-0.047014058,-0.04629126,0.0023304196,0.019128025,0.035669804,0.0010772744,-0.0011746996,0.06396713,-0.005393037,-0.05281021,0.0021360626,0.042082142,0.005366652,0.006592934,0.004860967,0.015691377,0.044420112,-0.018101715,-0.03433697,-0.050741,0.033196196,-0.015350946,-0.019663034,0.022831336,-0.03895589,0.022123586,0.02457301,-0.040274285,-0.051878322,0.004472008,-0.012843216,-0.014187974,0.023623414,0.0013246539,0.03427998,0.009162222,0.011279358,-0.047022726,0.0023761478,-0.0017519944,-0.033727147,0.02661839,-0.031086423,-0.034070157,0.0068411664,-0.024183715,0.00051075337,-0.0036266756,-0.018161999,0.008969478,0.024277274,-0.012006424,0.049622755,0.012658519,0.0384038,-0.0061157346,0.044245146,0.055232447,0.0041627944,0.0018068785,-0.009764064,-0.019706924,-0.012049662,0.009332445,0.025605058,-0.00875966,0.05783656,0.00627675,0.019503694,-0.0057928176,0.027809046,0.08063252,-0.0041242493,0.04592489,-0.017148405,-0.009543272,0.03291364,0.045739915,0.053652566,-0.004116746,0.007052903,-0.052350942,0.0028471202,-0.03993465,0.050624073,0.032620605,-0.00054684817,-0.009744457,0.0048858593,-0.041366704,-0.018672073,0.0011636667,0.02923584,0.011303386,2,2,Ridicule,True
-0.00045441263,0.025753243,-0.0033711188,-0.0095295245,0.019551065,0.01804987,-0.012387723,-0.02048431,0.02932088,0.006683613,0.011021237,0.0010302331,-0.0066218777,0.03608924,-0.0046867365,-0.032383833,0.005396468,0.026195245,0.005027538,-0.00577686,-0.0007139838,0.0041853455,0.021029577,0.0013681103,-0.027131801,-0.031186696,0.015512098,-0.017835034,-0.021210127,0.0012274534,-0.017889714,0.017671337,0.01572149,-0.013133796,-0.021692801,-0.006372493,-0.002218061,-0.008890634,0.018118802,0.017137421,0.013745156,0.018107375,0.007232985,0.016594203,-0.011802472,0.0058054063,-0.031368267,0.015708953,-0.004295674,-0.033201896,0.00947007,-0.008437481,0.016588567,-0.0056236875,-0.010279255,0.0010748222,0.0243028,-0.019103223,0.015616552,-0.0026005416,0.036552176,-0.012534439,-0.0044217682,0.021029055,0.014735108,0.008000449,0.0035023668,-0.02387257,-0.014111224,0.012020633,0.036272656,0.0018144952,0.023801602,0.0132313315,0.012486434,0.0049118344,-0.011094641,0.02751832,-0.010920461,0.034547552,-0.007846633,-0.022568073,0.010302281,0.041584443,0.030052718,-0.00027112837,0.007714123,-0.023345778,0.0025080668,-0.0084617,0.030894015,0.020276457,-0.00770608,-0.0061097327,0.00861288,-0.0070257713,-0.00062233885,0.004558916,0.030261837,0.012488134,3,2,Ridicule,True
0.0026390322,0.059061714,-0.0008340344,-0.022463053,0.04059452,0.04645832,-0.036264725,-0.03966002,0.010001958,0.0132354135,0.028183557,-0.0018687261,-0.0011443488,0.05728241,-0.007218059,-0.05133855,0.0002481774,0.047042213,0.0046454207,-0.00037861825,0.0024924062,0.009603763,0.03863476,-0.009559342,-0.03518128,-0.047776572,0.028583797,-0.021928659,-0.025699222,0.012298608,-0.03680777,0.026328633,0.02285633,-0.03449894,-0.052604552,-0.0039314716,-0.013625344,-0.010961325,0.020586727,0.008273936,0.032425217,0.013029629,0.015919115,-0.03146829,0.0009824877,0.0012590376,-0.036993355,0.023037499,-0.028686225,-0.034064528,0.00756416,-0.027011834,0.009846589,-0.008424011,-0.017290121,0.0060925055,0.027508898,-0.018735597,0.039462913,0.010220063,0.03860792,-0.015011279,0.033334047,0.046376355,0.007817709,-0.002315419,-0.0032737518,-0.018473081,-0.011984696,0.0041088862,0.032544438,-0.006278073,0.054093394,0.007367198,0.020758433,-0.0014658807,0.01754785,0.067165434,-0.0032726822,0.04456054,-0.015583101,-0.018315552,0.026932225,0.050235216,0.04680731,-0.00063342165,0.0056426018,-0.054609537,0.0027656301,-0.035343643,0.047423534,0.030268993,-0.0018938034,-0.010177861,0.010678251,-0.038908716,-0.014409002,0.007866044,0.032534864,0.013721692,4,2,Ridicule,True
-0.0003684155,0.049472716,-0.004547469,-0.004464634,0.033136282,0.04341795,-0.020014012,-0.029180855,-0.0024102184,-0.0010439687,0.015475116,-0.010756204,0.0005616407,0.039510243,-0.0072451537,-0.05012361,-0.015948698,0.05549799,0.005480544,-0.012424634,-0.0041271574,-0.006615415,0.028989974,-0.0008282349,-0.02502558,-0.034147155,0.01519872,-0.01980668,-0.027820272,-0.0073595895,-0.036340173,0.03629888,0.018323245,-0.02693753,-0.0561088,-0.01398853,-0.015803397,-0.000877883,0.0044905324,0.009924447,0.03578647,0.0048144013,0.024056682,-0.03336648,-0.0009548024,0.004409098,-0.033202928,0.019974748,-0.03592861,-0.019650787,0.005393639,-0.03844586,0.024011455,-0.015242733,-0.010482256,0.0003726975,0.026317764,-0.024119807,0.025663514,0.009117127,0.022567878,-0.030898409,0.030337071,0.030000357,0.008703699,-0.020306362,0.0054982705,-0.007639616,-0.00465778,-0.016652541,0.026813192,-0.009421694,0.049147427,0.0021325655,0.027744947,0.0018631537,0.022732992,0.04814459,0.0028296553,0.03714468,-0.013842262,-0.02610578,0.015764108,0.047278,0.03165462,0.005443058,-0.0037058434,-0.06672248,0.0040896446,-0.03781447,0.032886107,0.023829505,-0.0055348217,-0.010178244,0.020723192,-0.03840359,-0.0092806555,0.017204804,0.029330142,0.012979228,5,2,Ridicule,True
-0.00898705,0.0032154522,0.008882567,0.0038081678,-0.021913448,-0.0019599488,-0.007184629,-0.012957558,-0.09019994,-0.01879382,0.02962774,-0.01530074,0.012222966,-0.012293605,0.020194085,0.0006206073,-0.013363801,0.01705672,0.0046113036,0.01994343,-0.0048583597,-0.00967315,0.0053038076,-0.018389057,0.02511609,0.0081107635,-0.019105861,0.0380683,0.037445232,-0.0019598508,-0.010928367,-0.002473807,0.01603041,-0.0042717047,0.012967764,0.026406996,-0.0012456262,0.010649202,-0.006706314,-0.027991394,0.031854194,-0.05685173,-0.0052797566,-0.11959009,-0.013849939,-0.0014394698,-0.007264872,0.0065169665,-0.01815365,0.0020287752,0.005316519,-0.022467608,-0.0065577263,-0.014920246,0.017035885,0.010279628,-0.0017419098,0.0061877375,0.0043794992,0.0025409872,-0.015287447,-0.006421649,0.026292002,0.003128508,-0.016272083,-0.027268061,0.0042969286,0.015732348,0.020536004,-0.017093074,-0.018480495,-0.027503017,0.013253551,-0.010388384,0.017656824,-0.013340868,0.01991957,0.03328539,-0.0063626217,-0.0069955043,-0.015702562,0.015641235,-0.0014599152,-0.0021685536,-0.0027135212,0.004459054,-0.012103525,-0.049670868,0.021539843,-0.023351775,-0.015321001,0.0035560362,-0.040235147,0.024781076,-0.0028047438,0.004906331,-0.0028071231,-0.027395517,0.005104049,0.016984025,6,1,Surprise,True
0.0032065369,0.04214723,0.0022612598,-0.031853084,0.029636633,0.023517257,-0.037606824,-0.03874753,0.022835016,0.018820832,0.036338456,0.007969218,-0.008727069,0.062927626,0.00054733513,-0.037823,0.01972846,0.019845944,0.0070500653,0.015033127,0.0066296128,0.02400358,0.037533857,-0.015407385,-0.03673134,-0.049029514,0.029079793,-0.0118369525,-0.009936242,0.025822943,-0.023649897,0.008699689,0.026989726,-0.024545195,-0.012591432,0.011915817,0.0017509233,-0.019607404,0.03638276,0.009746093,0.018666921,0.013874628,-0.0054344973,-0.011054675,-0.015148471,-0.0001605152,-0.03850566,0.024634613,-0.0002774478,-0.051560182,0.014031701,0.0013496592,-0.00042697706,0.00083947985,-0.015386092,0.010649309,0.026012821,-0.010628233,0.03463725,-0.0016989034,0.05662009,0.006560139,0.0056272554,0.043173674,0.00989191,0.026248218,-0.005054231,-0.034717113,-0.017291848,0.03656579,0.03845393,-0.0027452952,0.03620405,0.017975828,0.009125513,-0.002476579,-0.010574329,0.06557894,-0.022980087,0.046043728,-0.017138412,-0.010865073,0.024589064,0.04531045,0.051390924,-0.007669971,0.01691982,-0.023055019,0.0074019097,-0.012714583,0.04702467,0.02987711,-0.013034754,0.0015768049,-0.0042667957,-0.00837988,-0.0065487786,-0.016162913,0.03862106,0.018219683,7,2,Ridicule,True
-0.0010210059,0.030147307,0.008486888,-0.029436791,0.01238431,0.009939081,-0.034128442,-0.036853533,-0.0069046356,0.010439718,0.046324205,0.0065002204,-0.005456929,0.0516082,0.011683403,-0.025290802,0.020990964,0.0124665415,0.0077691455,0.026454007,0.006404254,0.024075733,0.033038884,-0.023903958,-0.022499746,-0.038578093,0.019497663,0.007943134,0.012914824,0.029254595,-0.017552167,-0.0020363496,0.028426677,-0.019813154,0.007880096,0.026767591,0.0060023167,-0.017169125,0.033884052,-0.0017103697,0.019774279,-0.006438607,-0.014962239,-0.04307518,-0.021627575,-0.0029725386,-0.03635035,0.022028578,0.0053276606,-0.0484499,0.015323334,0.0064546247,-0.008551577,0.001067293,-0.006877413,0.014577588,0.019912,-0.0026440206,0.028686758,-0.0037404487,0.048464462,0.012822587,0.0023555083,0.03736612,0.0017140913,0.023213357,-0.0038729869,-0.030425511,-0.008414249,0.039818052,0.027415507,-0.01090657,0.02718046,0.0158275,0.009123694,-0.0071379375,-0.014092791,0.065230906,-0.028955186,0.03442408,-0.019820306,0.0013546323,0.019726392,0.03336521,0.04352036,-0.0073126215,0.015943168,-0.020357765,0.01438131,-0.009365246,0.033082996,0.026498485,-0.027129345,0.0142522715,-0.010804418,0.00567727,-0.0046384176,-0.03345823,0.035256635,0.021274416,8,2,Ridicule,True
0.0021137951,0.047302153,0.009516952,-0.048710924,0.026601564,0.01803104,-0.054410543,-0.051510554,0.010122242,0.024621889,0.060229614,0.015694927,-0.010284641,0.07888624,0.012391126,-0.03775058,0.03452872,0.010429219,0.010529046,0.03798271,0.011448419,0.041331105,0.049335144,-0.032449838,-0.039205715,-0.060494564,0.034783106,0.0027142244,0.011631207,0.047946457,-0.021380885,-0.005306181,0.037142687,-0.030744173,0.0074409735,0.034565594,0.009554084,-0.031094132,0.053583812,0.0011817296,0.02043951,0.003935516,-0.023182891,-0.038101636,-0.025158105,-0.005956014,-0.047676865,0.031284235,0.01094784,-0.06980954,0.022018353,0.015417227,-0.01650059,0.0057080262,-0.014797941,0.021744216,0.027087275,-0.00021617074,0.0467814,-0.0038940816,0.07191288,0.02697025,0.004977237,0.05953651,0.004259426,0.04248461,-0.0098772,-0.04811092,-0.0189011,0.06322265,0.040065937,-0.007978627,0.037932493,0.02496442,0.006431437,-0.007964988,-0.018045275,0.093740456,-0.038636003,0.052443415,-0.023346547,0.00426627,0.03286905,0.04601426,0.06834452,-0.011215812,0.027545158,-0.013967729,0.013504985,-0.009786753,0.055123284,0.03658817,-0.024564378,0.012821864,-0.019380547,0.0043969206,-0.010647511,-0.042652145,0.046625655,0.024712462,9,2,Ridicule,True
-0.0021262134,0.0148103535,0.006382703,-0.02828724,0.0029483784,-0.0061102137,-0.025099177,-0.030445974,0.013525592,0.010182134,0.041478243,0.010549513,-0.010114412,0.04925637,0.014681426,-0.018214691,0.030490851,0.000106755484,0.010048358,0.02701093,0.006104541,0.026152376,0.02820084,-0.019702444,-0.02622053,-0.03793001,0.018384157,0.006186592,0.0138956895,0.027522089,-0.007561832,-0.008787584,0.028276244,-0.009775056,0.03149568,0.028075112,0.013396078,-0.01955811,0.041227594,0.0054413103,0.00862105,0.0014812289,-0.02310251,-0.00907189,-0.03192438,0.0002728805,-0.040688694,0.020034255,0.024725636,-0.059541143,0.020676022,0.020704634,-0.0062280055,0.003495962,-0.0054144445,0.014360797,0.022522539,-0.0036298884,0.01811789,-0.014719951,0.05782958,0.019483088,-0.02361405,0.026431333,0.008709512,0.03791681,-0.0006060901,-0.040155772,-0.0117113935,0.054516405,0.037869636,-0.004054406,0.011871493,0.02365817,0.0021683623,-0.0012228937,-0.038967673,0.050578058,-0.037971206,0.035432283,-0.016538864,-0.0018116009,0.013966183,0.03383499,0.041325066,-0.009352212,0.021264967,-0.0011853044,0.015129065,0.0088683665,0.031699456,0.02472736,-0.033885185,0.017872853,-0.0142776305,0.025158104,0.003481106,-0.038781594,0.04109502,0.021895899,10,0,Anger,True
